"Name","upscale","cropping","crop_size","data_path","out_chans","val_years","batch_size","do_nothing","test_years","in_channels","num_workers","train_years","masking_prob","out_channels","channel_names","local_testing","loss_function","return_offset","cerra_test_step","dataset_metrics.variable_max","dataset_metrics.variable_min","dataset_metrics.variable_std","dataset_metrics.variable_mean","constant_channels","spatial_split_val","downscaling_factor","spatial_split_test","return_era_original","spatial_split_train","use_separate_dataset","lat_lon_const_channels","use_added_variables_dataset","_wandb","conv","scale","n_feats","in_chans","res_scale","n_resblocks","weight_decay","learning_rate","lr_scheduling","loss_beta","num_sidechannels","embed_dim_sidechannels","ape","depths","img_size","qk_scale","qkv_bias","drop_rate","embed_dim","img_range","mlp_ratio","num_heads","upsampler","norm_layer","patch_norm","patch_size","window_size","attn_drop_rate","drop_path_rate","use_checkpoint","resi_connection","weights_from_checkpoint_path","Relative Time (Process)","Step","Wall Time","_wandb.runtime","dwd_msl_ae","dwd_msl_se","dwd_performance","dwd_performance_diff","dwd_si10_ae","dwd_si10_se","dwd_sp_ae","dwd_sp_se","dwd_station_scores","dwd_t2m_ae","dwd_t2m_se","dwd_wdir10_ae","dwd_wdir10_ae_c","dwd_wdir10_se","dwd_wdir10_se_c","isd_msl_ae","isd_msl_se","isd_performance","isd_performance_diff","isd_si10_ae","isd_si10_se","isd_station_scores","isd_t2m_ae","isd_t2m_se","isd_wdir10_ae","isd_wdir10_se","epoch","mse_msl","mse_r500","mse_r850","mse_si10","mse_sp","mse_t2m","mse_t500","mse_t850","mse_tcwv","mse_u10","mse_u1000","mse_u500","mse_u850","mse_v10","mse_v1000","mse_v500","mse_v850","mse_wdir10","mse_z1000","mse_z50","mse_z500","mse_z850","psnr_msl","psnr_r500","psnr_r850","psnr_sp","psnr_t2m","psnr_t500","psnr_t850","psnr_tcwv","psnr_u10","psnr_u1000","psnr_u500","psnr_u850","psnr_v10","psnr_v1000","psnr_v500","psnr_v850","psnr_z1000","psnr_z50","psnr_z500","psnr_z850","test_loss","test_mse","test_psnr","test_psnr_cyclic","trainer/global_step"
"cerra-passthrough","1","deterministic","256","/anvme/workspace/b214cb13-ecodata/downscaling/","20","[2019,2019]","16","false","[2020,2021]","","8","[2010,2018]","0.5","","[""u10"",""v10"",""t2m"",""sp"",""msl"",""t850"",""u1000"",""v1000"",""z1000"",""u850"",""v850"",""z850"",""u500"",""v500"",""z500"",""t500"",""z50"",""r500"",""r850"",""tcwv""]","false","cyclic_loss","true","true","[44.87813186645508,38.694129943847656,324.2189636230469,108427.640625,106781.015625,310.3924255371094,46.81880187988281,40.925682067871094,4703.92822265625,60.70166015625,65.36372375488281,17144.107421875,84.81454467773438,70.76936340332031,58993.25,277.6767578125,208169.34375,100.271484375,100.3125,70.05439758300781]","[-47.1890754699707,-39.18060302734375,208.6084747314453,59471.109375,92815.4609375,232.4290008544922,-50.96355438232422,-44.29997634887695,-6040.11376953125,-64.76236724853516,-63.29326248168945,7021.36865234375,-59.50013732910156,-71.28144073486328,45486.78125,217.90708923339844,183686.640625,0,0,-1.4252303838729858]","[4.501056541932692,4.50133076863228,10.052838398795886,5012.476996727906,942.5295226976508,9.042285051703416,5.260454351203145,4.9862871807071985,754.947345972714,7.0088726435891395,6.4046746173418505,901.0264351209102,10.197595427382272,10.15875230315684,1912.32740113131,7.134831272870311,1824.4270025635697,31.136051238181565,28.291102362723564,6.523883304581078]","[0.5248711051081073,-0.33337037347848675,284.6867731371149,98668.12827669844,101388.59262072892,278.8009717214205,0.5005299503643809,-0.3980572403056423,1126.6866898741227,2.35983159702073,-0.15063040353931068,14318.72122843214,8.261241202083156,-0.0037135112004360567,55015.903614737035,254.092143123477,201346.8242965898,46.54613599524805,59.58638924684864,15.035097287061696]","false","","1","","true","","true","false","false","{""desc"":null,""value"":{""m"":[{""1"":""trainer/global_step"",""6"":[3]},{""1"":""dwd_si10_ae"",""5"":1,""6"":[1]},{""1"":""dwd_si10_se"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_ae"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_se"",""5"":1,""6"":[1]},{""1"":""dwd_t2m_ae"",""5"":1,""6"":[1]},{""1"":""dwd_t2m_se"",""5"":1,""6"":[1]},{""1"":""dwd_sp_ae"",""5"":1,""6"":[1]},{""1"":""dwd_sp_se"",""5"":1,""6"":[1]},{""1"":""dwd_msl_ae"",""5"":1,""6"":[1]},{""1"":""dwd_msl_se"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_ae_c"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_se_c"",""5"":1,""6"":[1]},{""1"":""dwd_performance._type"",""5"":1,""6"":[1]},{""1"":""dwd_performance.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_performance.size"",""5"":1,""6"":[1]},{""1"":""dwd_performance.path"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff._type"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.size"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.path"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores._type"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.size"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.path"",""5"":1,""6"":[1]},{""1"":""isd_si10_ae"",""5"":1,""6"":[1]},{""1"":""isd_si10_se"",""5"":1,""6"":[1]},{""1"":""isd_wdir10_ae"",""5"":1,""6"":[1]},{""1"":""isd_wdir10_se"",""5"":1,""6"":[1]},{""1"":""isd_t2m_ae"",""5"":1,""6"":[1]},{""1"":""isd_t2m_se"",""5"":1,""6"":[1]},{""1"":""isd_msl_ae"",""5"":1,""6"":[1]},{""1"":""isd_msl_se"",""5"":1,""6"":[1]},{""1"":""isd_performance._type"",""5"":1,""6"":[1]},{""1"":""isd_performance.sha256"",""5"":1,""6"":[1]},{""1"":""isd_performance.size"",""5"":1,""6"":[1]},{""1"":""isd_performance.path"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff._type"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.sha256"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.size"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.path"",""5"":1,""6"":[1]},{""1"":""isd_station_scores._type"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.sha256"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.size"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.path"",""5"":1,""6"":[1]}],""t"":{""1"":[1,41,49,55,63],""2"":[1,41,49,55,63],""3"":[3,7,13,23],""4"":""3.11.8"",""5"":""0.16.5"",""8"":[5],""13"":""linux-x86_64""},""code_path"":""code/train_cli.py"",""framework"":""torch"",""start_time"":1734960561,""cli_version"":""0.16.5"",""is_jupyter_run"":false,""python_version"":""3.11.8"",""is_kaggle_kernel"":false}}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6479.977274894714","7","1734967041.0027568","6482","0.3743228225583479","0.33259320038765217","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_performance_1_f99349cdf4b1328e812f.plotly.json"",""sha256"":""f99349cdf4b1328e812f8b47dc84398f8d2c1592c8a62a4c62bf5ff2956dc533"",""size"":14083}","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_performance_diff_2_17c21b7ea545851f723b.plotly.json"",""sha256"":""17c21b7ea545851f723be7c909cc39d5ccf3f557543ab1fe04a8eb2ffefb0d7e"",""size"":14458}","1.0411123495536485","1.91139912090515","3.130317114222409","36.042010590155186","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_station_scores_3_5f92879bd5a403b7ff70.plotly.json"",""sha256"":""5f92879bd5a403b7ff709acd4412eef74fcafc84d5c511b5b7974f2be53ffb33"",""size"":24060}","0.9326563460027456","1.6925724759290806","40.72247074639433","27.43051080105391","6676.032666541655","1890.927086219096","0.4214583100491045","0.5349927050745493","{""_type"":""plotly-file"",""path"":""media/plotly/isd_performance_5_77a171646bdeafccdd13.plotly.json"",""sha256"":""77a171646bdeafccdd136ce40875eaaa04d76279461f3c33798296c73eca9578"",""size"":12760}","{""_type"":""plotly-file"",""path"":""media/plotly/isd_performance_diff_6_1aca976c6737647ea163.plotly.json"",""sha256"":""1aca976c6737647ea163ea060a6eac59ac1a50928d0872c28152525d42b809c5"",""size"":13040}","1.376485746597173","3.895793703808084","{""_type"":""plotly-file"",""path"":""media/plotly/isd_station_scores_7_bbdd795142dca1943913.plotly.json"",""sha256"":""bbdd795142dca1943913dcb15f8bc066df2d4c2b5c06bbdf0285c091325a7b49"",""size"":300481}","1.093242045204463","2.8743836828092877","34.62764536111386","2768.813067093859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"era2cerra-interpolation-1x","1","deterministic","256","/anvme/workspace/b214cb13-ecodata/downscaling/","20","[2019,2019]","16","true","[2020,2021]","","8","[2010,2018]","0.5","","[""u10"",""v10"",""t2m"",""sp"",""msl"",""t850"",""u1000"",""v1000"",""z1000"",""u850"",""v850"",""z850"",""u500"",""v500"",""z500"",""t500"",""z50"",""r500"",""r850"",""tcwv""]","false","cyclic_loss","true","false","[44.87813186645508,38.694129943847656,324.2189636230469,108427.640625,106781.015625,310.3924255371094,46.81880187988281,40.925682067871094,4703.92822265625,60.70166015625,65.36372375488281,17144.107421875,84.81454467773438,70.76936340332031,58993.25,277.6767578125,208169.34375,100.271484375,100.3125,70.05439758300781]","[-47.1890754699707,-39.18060302734375,208.6084747314453,59471.109375,92815.4609375,232.4290008544922,-50.96355438232422,-44.29997634887695,-6040.11376953125,-64.76236724853516,-63.29326248168945,7021.36865234375,-59.50013732910156,-71.28144073486328,45486.78125,217.90708923339844,183686.640625,0,0,-1.4252303838729858]","[4.501056541932692,4.50133076863228,10.052838398795886,5012.476996727906,942.5295226976508,9.042285051703416,5.260454351203145,4.9862871807071985,754.947345972714,7.0088726435891395,6.4046746173418505,901.0264351209102,10.197595427382272,10.15875230315684,1912.32740113131,7.134831272870311,1824.4270025635697,31.136051238181565,28.291102362723564,6.523883304581078]","[0.5248711051081073,-0.33337037347848675,284.6867731371149,98668.12827669844,101388.59262072892,278.8009717214205,0.5005299503643809,-0.3980572403056423,1126.6866898741227,2.35983159702073,-0.15063040353931068,14318.72122843214,8.261241202083156,-0.0037135112004360567,55015.903614737035,254.092143123477,201346.8242965898,46.54613599524805,59.58638924684864,15.035097287061696]","false","","1","","true","","true","false","false","{""desc"":null,""value"":{""m"":[{""1"":""trainer/global_step"",""6"":[3]},{""1"":""test_psnr_cyclic"",""5"":1,""6"":[1]},{""1"":""mse_u10"",""5"":1,""6"":[1]},{""1"":""psnr_u10"",""5"":1,""6"":[1]},{""1"":""mse_v10"",""5"":1,""6"":[1]},{""1"":""psnr_v10"",""5"":1,""6"":[1]},{""1"":""mse_t2m"",""5"":1,""6"":[1]},{""1"":""psnr_t2m"",""5"":1,""6"":[1]},{""1"":""mse_sp"",""5"":1,""6"":[1]},{""1"":""psnr_sp"",""5"":1,""6"":[1]},{""1"":""mse_msl"",""5"":1,""6"":[1]},{""1"":""psnr_msl"",""5"":1,""6"":[1]},{""1"":""mse_t850"",""5"":1,""6"":[1]},{""1"":""psnr_t850"",""5"":1,""6"":[1]},{""1"":""mse_u1000"",""5"":1,""6"":[1]},{""1"":""psnr_u1000"",""5"":1,""6"":[1]},{""1"":""mse_v1000"",""5"":1,""6"":[1]},{""1"":""psnr_v1000"",""5"":1,""6"":[1]},{""1"":""mse_z1000"",""5"":1,""6"":[1]},{""1"":""psnr_z1000"",""5"":1,""6"":[1]},{""1"":""mse_u850"",""5"":1,""6"":[1]},{""1"":""psnr_u850"",""5"":1,""6"":[1]},{""1"":""mse_v850"",""5"":1,""6"":[1]},{""1"":""psnr_v850"",""5"":1,""6"":[1]},{""1"":""mse_z850"",""5"":1,""6"":[1]},{""1"":""psnr_z850"",""5"":1,""6"":[1]},{""1"":""mse_u500"",""5"":1,""6"":[1]},{""1"":""psnr_u500"",""5"":1,""6"":[1]},{""1"":""mse_v500"",""5"":1,""6"":[1]},{""1"":""psnr_v500"",""5"":1,""6"":[1]},{""1"":""mse_z500"",""5"":1,""6"":[1]},{""1"":""psnr_z500"",""5"":1,""6"":[1]},{""1"":""mse_t500"",""5"":1,""6"":[1]},{""1"":""psnr_t500"",""5"":1,""6"":[1]},{""1"":""mse_z50"",""5"":1,""6"":[1]},{""1"":""psnr_z50"",""5"":1,""6"":[1]},{""1"":""mse_r500"",""5"":1,""6"":[1]},{""1"":""psnr_r500"",""5"":1,""6"":[1]},{""1"":""mse_r850"",""5"":1,""6"":[1]},{""1"":""psnr_r850"",""5"":1,""6"":[1]},{""1"":""mse_tcwv"",""5"":1,""6"":[1]},{""1"":""psnr_tcwv"",""5"":1,""6"":[1]},{""1"":""mse_si10"",""5"":1,""6"":[1]},{""1"":""mse_wdir10"",""5"":1,""6"":[1]},{""1"":""test_loss"",""5"":1,""6"":[1]},{""1"":""test_psnr"",""5"":1,""6"":[1]},{""1"":""test_mse"",""5"":1,""6"":[1]},{""1"":""epoch"",""5"":1,""6"":[1]},{""1"":""dwd_si10_ae"",""5"":1,""6"":[1]},{""1"":""dwd_si10_se"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_ae"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_se"",""5"":1,""6"":[1]},{""1"":""dwd_t2m_ae"",""5"":1,""6"":[1]},{""1"":""dwd_t2m_se"",""5"":1,""6"":[1]},{""1"":""dwd_sp_ae"",""5"":1,""6"":[1]},{""1"":""dwd_sp_se"",""5"":1,""6"":[1]},{""1"":""dwd_msl_ae"",""5"":1,""6"":[1]},{""1"":""dwd_msl_se"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_ae_c"",""5"":1,""6"":[1]},{""1"":""dwd_wdir10_se_c"",""5"":1,""6"":[1]},{""1"":""dwd_performance._type"",""5"":1,""6"":[1]},{""1"":""dwd_performance.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_performance.size"",""5"":1,""6"":[1]},{""1"":""dwd_performance.path"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff._type"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.size"",""5"":1,""6"":[1]},{""1"":""dwd_performance_diff.path"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores._type"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.sha256"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.size"",""5"":1,""6"":[1]},{""1"":""dwd_station_scores.path"",""5"":1,""6"":[1]},{""1"":""isd_si10_ae"",""5"":1,""6"":[1]},{""1"":""isd_si10_se"",""5"":1,""6"":[1]},{""1"":""isd_wdir10_ae"",""5"":1,""6"":[1]},{""1"":""isd_wdir10_se"",""5"":1,""6"":[1]},{""1"":""isd_t2m_ae"",""5"":1,""6"":[1]},{""1"":""isd_t2m_se"",""5"":1,""6"":[1]},{""1"":""isd_msl_ae"",""5"":1,""6"":[1]},{""1"":""isd_msl_se"",""5"":1,""6"":[1]},{""1"":""isd_performance._type"",""5"":1,""6"":[1]},{""1"":""isd_performance.sha256"",""5"":1,""6"":[1]},{""1"":""isd_performance.size"",""5"":1,""6"":[1]},{""1"":""isd_performance.path"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff._type"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.sha256"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.size"",""5"":1,""6"":[1]},{""1"":""isd_performance_diff.path"",""5"":1,""6"":[1]},{""1"":""isd_station_scores._type"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.sha256"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.size"",""5"":1,""6"":[1]},{""1"":""isd_station_scores.path"",""5"":1,""6"":[1]}],""t"":{""1"":[1,41,49,55,63],""2"":[1,41,49,55,63],""3"":[3,7,13,23],""4"":""3.11.8"",""5"":""0.16.5"",""8"":[5],""13"":""linux-x86_64""},""code_path"":""code/train_cli.py"",""framework"":""torch"",""start_time"":1734948744,""cli_version"":""0.16.5"",""is_jupyter_run"":false,""python_version"":""3.11.8"",""is_kaggle_kernel"":false}}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9035.581149816511","8","1734957780.169113","9038","0.33027098850229525","0.31577872609634405","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_performance_2_4d6e95239e9b98e0c332.plotly.json"",""sha256"":""4d6e95239e9b98e0c3328db1e2d5f5d274e2e909187282017cd02734e39b6daf"",""size"":14080}","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_performance_diff_3_ccbff3276786ff5bc9c5.plotly.json"",""sha256"":""ccbff3276786ff5bc9c5b41fd239122e8e05c7a8677ceed38a9e5f968b153e2f"",""size"":14299}","1.019874996455","1.826433748146581","5.462006182696107","86.91793104265216","{""_type"":""plotly-file"",""path"":""media/plotly/dwd_station_scores_4_d9bfd5feb9f2cd4e4d0e.plotly.json"",""sha256"":""d9bfd5feb9f2cd4e4d0e21a506ebb925d7ad9bd29b06ff60fc975c1da10879c9"",""size"":24057}","0.89413887075653","1.5500429778896814","40.33537504647053","27.689735303828485","6453.961720896269","1901.531413545136","0.48621675522642727","0.68102550677688","{""_type"":""plotly-file"",""path"":""media/plotly/isd_performance_6_85e933b443faabf654c8.plotly.json"",""sha256"":""85e933b443faabf654c8bc830880f9d6f812d5731535276595fbfa6bd61fa6f7"",""size"":12763}","{""_type"":""plotly-file"",""path"":""media/plotly/isd_performance_diff_7_ecb0f4250e8e6454839d.plotly.json"",""sha256"":""ecb0f4250e8e6454839d9363737af5e5a2ba216835b337786f57c3fd0609d956"",""size"":12923}","1.4602145130694286","4.433072422603385","{""_type"":""plotly-file"",""path"":""media/plotly/isd_station_scores_8_c49c68c43b5d63b1e66d.plotly.json"",""sha256"":""c49c68c43b5d63b1e66df261eba45ca560a27da1c7902df1bb519d89886cf942"",""size"":300217}","1.4444746254789935","4.79014089707186","36.53085826685999","2955.2581602874056","0","0.003632602049037814","0.054274655878543854","0.09387530386447906","0.1132192629420984","0.025523608550429344","0.01958845928311348","0.0014270382234826684","0.004052618518471718","0.02086031250655651","0.07850202918052673","0.1920223981142044","0.1460667848587036","0.15714187920093536","0.0785181000828743","0.2295372486114502","0.23388728499412537","0.24470318853855133","0.09659103114265762","0.0034407705534249544","0.0005671802791766822","0.0006398771074600518","0.001912767766043544","65.55463409423828","23.031970977783203","21.4831600189209","42.45267868041992","46.84969329833984","60.28617858886719","54.361385345458984","32.5164909362793","29.27031707763672","25.21618270874023","25.04016494750977","25.985288619995117","29.320890426635746","24.70959854125977","23.14723777770996","24.65888786315918","39.760292053222656","73.94168853759766","62.12067794799805","52.53641891479492","0.07950868457555771","32622.47818445436","32.56163787841797","32.56163787841797","0"
